,price,area,Bedrooms,Bathrooms,type_of_building,location
1342,4200000.0,1040.0,2.0,2.0,Flat,"Noida Extension, Noida"
1343,4200000.0,1040.0,2.0,2.0,Flat,"Noida Extension, Noida"
1344,5500000.0,1375.0,3.0,3.0,Flat,"Noida Extension, Noida"
1345,4760000.0,1190.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1346,6280000.0,1500.0,3.0,3.0,Flat,"Noida Extension, Noida"
1347,4500000.0,1055.0,2.0,2.0,Flat,"Noida Extension, Noida"
1348,5000000.0,1225.0,2.0,2.0,Flat,"Noida Extension, Noida"
1349,3600000.0,910.0,2.0,2.0,Flat,"Noida Extension, Noida"
1350,4000000.0,1195.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1351,4950000.0,1150.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1352,4450000.0,1195.0,2.0,2.0,Flat,"Noida Extension, Noida"
1353,6000000.0,1430.0,3.0,3.0,Flat,"Noida Extension, Noida"
1354,3000000.0,890.0,2.0,2.0,Flat,"Noida Extension, Noida"
1355,3620000.000000001,960.0,2.0,2.0,Flat,"Noida Extension, Noida"
1356,5500000.0,1320.0,3.0,3.0,Flat,"Noida Extension, Noida"
1357,2900000.0,851.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1358,5200000.0,1595.0,3.0,2.0,Flat,"Noida Extension, Noida"
1359,4500000.0,1035.0,2.0,2.0,Flat,"Noida Extension, Noida"
1360,3850000.0,1060.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1361,4250000.0,1060.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1362,3500000.0,997.0,2.0,2.0,Flat,"Noida Extension, Noida"
1363,3500000.0,985.0,2.0,2.0,Flat,"Noida Extension, Noida"
1364,4500000.0,1285.0,3.0,2.0,Flat,"Noida Extension, Noida"
1365,6000000.0,1300.0,3.0,2.0,Individual House,"Noida Extension, Noida"
1366,7000000.0,1755.0,4.0,3.0,Flat,"Noida Extension, Noida"
1367,3200000.0,890.0,2.0,2.0,Flat,"Noida Extension, Noida"
1368,3600000.0,1106.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1369,5000000.0,1165.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1370,4000000.0,1065.0,2.0,2.0,Flat,"Noida Extension, Noida"
1371,3500000.0,995.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1372,4200000.0,1040.0,2.0,2.0,Flat,"Noida Extension, Noida"
1373,2500000.0,700.0,2.0,2.0,Flat,"Noida Extension, Noida"
1374,3500000.0,1025.0,2.0,2.0,Flat,"Noida Extension, Noida"
1375,4500000.0,1200.0,2.0,3.0,Flat,"Noida Extension, Noida"
1376,5200000.0,1333.0,3.0,2.0,Flat,"Noida Extension, Noida"
1377,5200000.0,1530.0,3.0,3.0,Flat,"Noida Extension, Noida"
1378,4500000.0,1050.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1379,4000000.0,955.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1380,3200000.0,900.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1381,5100000.0,1225.0,2.0,2.0,Flat,"Noida Extension, Noida"
1382,6000000.0,1450.0,3.0,2.0,Flat,"Noida Extension, Noida"
1383,3050000.0,850.0,2.0,2.0,Flat,"Noida Extension, Noida"
1384,4000000.0,1095.0,2.0,2.0,Flat,"Noida Extension, Noida"
1385,3770000.000000001,990.0,2.0,2.0,Flat,"Noida Extension, Noida"
1386,4100000.0,1060.0,2.0,2.0,Flat,"Noida Extension, Noida"
1387,5200000.0,1430.0,3.0,2.0,Flat,"Noida Extension, Noida"
1388,3850000.0,990.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1389,4500000.0,1106.0,2.0,2.0,Flat,"Noida Extension, Noida"
1390,4000000.0,1106.0,2.0,2.0,Flat,"Noida Extension, Noida"
1391,4800000.0,1200.0,2.0,2.0,Flat,"Noida Extension, Noida"
1392,4100000.0,990.0,2.0,2.0,Flat,"Noida Extension, Noida"
1393,5600000.0,1380.0,3.0,2.0,Flat,"Noida Extension, Noida"
1394,5500000.0,1670.0,3.0,3.0,Flat,"Noida Extension, Noida"
1395,5100000.0,1325.0,3.0,2.0,Individual House,"Noida Extension, Noida"
1396,4800000.0,1255.0,3.0,2.0,Flat,"Noida Extension, Noida"
1397,2800000.0,729.0,2.0,2.0,Flat,"Noida Extension, Noida"
1398,3529999.9999999995,1080.0,2.0,2.0,Flat,"Noida Extension, Noida"
1399,4900000.0,1205.0,2.0,2.0,Flat,"Noida Extension, Noida"
1400,3800000.0,995.0,2.0,2.0,Flat,"Noida Extension, Noida"
1401,3200000.0,880.0,2.0,2.0,Flat,"Noida Extension, Noida"
1402,4100000.0,1075.0,2.0,2.0,Flat,"Noida Extension, Noida"
1403,4900000.0,1155.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1404,5500000.0,1200.0,3.0,3.0,Flat,"Noida Extension, Noida"
1405,3290000.0,925.0,2.0,3.0,Flat,"Noida Extension, Noida"
1406,4000000.0,1055.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1407,3400000.0,896.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1408,5500000.0,1430.0,3.0,2.0,Flat,"Noida Extension, Noida"
1409,3900000.0,965.0,2.0,2.0,Flat,"Noida Extension, Noida"
1410,4500000.0,1350.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1411,3600000.0,925.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1412,5000000.0,1320.0,3.0,3.0,Flat,"Noida Extension, Noida"
1413,4500000.0,1350.0,2.0,2.0,Flat,"Noida Extension, Noida"
1414,4300000.0,1145.0,2.0,2.0,Flat,"Noida Extension, Noida"
1415,4500000.0,1195.0,3.0,2.0,Flat,"Noida Extension, Noida"
1416,3700000.0,965.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1417,5200000.0,1469.0,3.0,2.0,Flat,"Noida Extension, Noida"
1418,4200000.0,1070.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1419,4900000.0,1190.0,3.0,2.0,Individual House,"Noida Extension, Noida"
1420,4500000.0,1200.0,3.0,2.0,Individual House,"Noida Extension, Noida"
1421,4500000.0,1175.0,3.0,2.0,Flat,"Noida Extension, Noida"
1422,7000000.0,2000.0,4.0,4.0,Flat,"Noida Extension, Noida"
1423,8940000.0,2480.0,4.0,5.0,Flat,"Noida Extension, Noida"
1424,5900000.0,1540.0,3.0,3.0,Flat,"Noida Extension, Noida"
1425,3500000.0,1000.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1426,5200000.0,1225.0,2.0,2.0,Flat,"Noida Extension, Noida"
1427,4900000.0,1375.0,3.0,3.0,Flat,"Noida Extension, Noida"
1428,3900000.0,900.0,3.0,2.0,Flat,"Noida Extension, Noida"
1429,3200000.0,890.0,2.0,2.0,Flat,"Noida Extension, Noida"
1430,4500000.0,1250.0,3.0,2.0,Flat,"Noida Extension, Noida"
1431,4100000.0,955.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1432,3850000.0,1050.0,2.0,2.0,Flat,"Noida Extension, Noida"
1433,5700000.0,1500.0,3.0,3.0,Flat,"Noida Extension, Noida"
1434,3200000.0,890.0,2.0,2.0,Flat,"Noida Extension, Noida"
1435,3000000.0,850.0,2.0,2.0,Flat,"Noida Extension, Noida"
1436,4500000.0,1150.0,3.0,2.0,Flat,"Noida Extension, Noida"
1437,4500000.0,1267.0,3.0,2.0,Individual House,"Noida Extension, Noida"
1438,5000000.0,1225.0,2.0,2.0,Flat,"Noida Extension, Noida"
1439,4520000.0,1080.0,2.0,2.0,Flat,"Noida Extension, Noida"
1440,3500000.0,995.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1441,3800000.0,1140.0,2.0,2.0,Flat,"Noida Extension, Noida"
1442,6550000.0,1530.0,3.0,3.0,Flat,"Noida Extension, Noida"
1443,3050000.0,792.0,2.0,2.0,Flat,"Noida Extension, Noida"
1444,3850000.0,920.0,2.0,2.0,Flat,"Noida Extension, Noida"
1445,4200000.0,1106.0,2.0,2.0,Flat,"Noida Extension, Noida"
1446,5000000.0,1300.0,3.0,2.0,Flat,"Noida Extension, Noida"
1447,3250000.0,984.0,2.0,2.0,Flat,"Noida Extension, Noida"
1448,6950000.0,1745.0,3.0,4.0,Flat,"Noida Extension, Noida"
1449,5270000.0,1350.0,3.0,2.0,Flat,"Noida Extension, Noida"
1450,4040000.0,1080.0,2.0,2.0,Flat,"Noida Extension, Noida"
1451,4700000.0,1225.0,3.0,2.0,Flat,"Noida Extension, Noida"
1452,6080000.0,1385.0,3.0,2.0,Flat,"Noida Extension, Noida"
1453,3490000.0,955.0,2.0,2.0,Flat,"Noida Extension, Noida"
1454,3150000.0,890.0,2.0,2.0,Flat,"Noida Extension, Noida"
1455,5500000.0,1325.0,2.0,2.0,Flat,"Noida Extension, Noida"
1456,3750000.0,1075.0,2.0,2.0,Flat,"Noida Extension, Noida"
1457,4400000.0,1175.0,2.0,2.0,Flat,"Noida Extension, Noida"
1458,3440000.0,905.0,2.0,2.0,Flat,"Noida Extension, Noida"
1459,3500000.0,1075.0,2.0,2.0,Flat,"Noida Extension, Noida"
1460,4000000.0,1055.0,2.0,2.0,Flat,"Noida Extension, Noida"
1461,5470000.0,1369.0,3.0,2.0,Flat,"Noida Extension, Noida"
1462,4400000.0,1110.0,2.0,2.0,Flat,"Noida Extension, Noida"
1463,3050000.0,792.0,2.0,2.0,Flat,"Noida Extension, Noida"
1464,5300000.0,1400.0,3.0,3.0,Flat,"Noida Extension, Noida"
1465,3950000.0,1010.0,2.0,2.0,Flat,"Noida Extension, Noida"
1466,3850000.0,935.0,2.0,2.0,Flat,"Noida Extension, Noida"
1467,5200000.0,1375.0,3.0,2.0,Flat,"Noida Extension, Noida"
1468,5200000.0,1290.0,2.0,2.0,Flat,"Noida Extension, Noida"
1469,4500000.0,1175.0,2.0,2.0,Flat,"Noida Extension, Noida"
1470,4000000.0,1065.0,2.0,2.0,Flat,"Noida Extension, Noida"
1471,7000000.0,1530.0,3.0,2.0,Flat,"Noida Extension, Noida"
1472,4600000.0,1055.0,2.0,2.0,Individual House,"Noida Extension, Noida"
1473,5200000.0,1160.0,2.0,2.0,Flat,"Noida Extension, Noida"
1474,6200000.0,1385.0,3.0,3.0,Flat,"Noida Extension, Noida"
1475,3600000.0,860.0,2.0,2.0,Flat,"Noida Extension, Noida"
1476,3400000.0,950.0,2.0,2.0,Flat,"Noida Extension, Noida"
1477,7000000.0,1545.0,3.0,3.0,Flat,"Noida Extension, Noida"
1478,5500000.0,1395.0,3.0,2.0,Flat,"Noida Extension, Noida"
1479,4500000.0,1175.0,2.0,2.0,Flat,"Noida Extension, Noida"
1480,6500000.0,1425.0,3.0,3.0,Flat,"Noida Extension, Noida"
1481,6000000.0,1320.0,3.0,3.0,Flat,"Noida Extension, Noida"
1482,4000000.0,960.0,2.0,2.0,Flat,"Noida Extension, Noida"
1483,6000000.0,1340.0,3.0,2.0,Flat,"Noida Extension, Noida"
1484,3300000.0,915.0,2.0,2.0,Flat,"Noida Extension, Noida"
1485,5200000.0,1065.0,2.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1486,5000000.0,1065.0,2.0,2.0,Individual House,"Nyay Khand 1, Ghaziabad"
1487,3950000.0,900.0,2.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1488,6500000.0,1200.0,3.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1489,4000000.0,860.0,2.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1490,3290000.0,700.0,2.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1491,3200000.0,700.0,2.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1492,5000000.0,1065.0,2.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1493,5500000.0,1150.0,2.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1494,5000000.0,1100.0,2.0,2.0,Flat,"Nyay Khand 1, Ghaziabad"
1495,5400000.0,1405.0,3.0,2.0,Individual House,"Omega 1, Greater Noida"
1496,4500000.0,1165.0,2.0,2.0,Flat,"Omega 1, Greater Noida"
1497,5600000.0,1405.0,3.0,2.0,Flat,"Omega 1, Greater Noida"
1498,4800000.0,1190.0,3.0,2.0,Flat,"Omega 1, Greater Noida"
1499,5500000.0,1600.0,3.0,3.0,Flat,"Omega 1, Greater Noida"
1500,5500000.0,1465.0,3.0,2.0,Flat,"Omega 1, Greater Noida"
1501,5500000.0,1300.0,3.0,2.0,Flat,"Omega 1, Greater Noida"
1502,6400000.0,1700.0,3.0,3.0,Flat,"Omega 1, Greater Noida"
1503,5200000.0,1260.0,2.0,2.0,Flat,"Omega 1, Greater Noida"
1504,5500000.0,1300.0,3.0,3.0,Flat,"Omega 1, Greater Noida"
1505,3500000.0,1034.0,2.0,2.0,Individual House,"Omega 1, Greater Noida"
1506,4350000.0,1300.0,3.0,3.0,Flat,"Omicron 1, Greater Noida"
1507,2800000.0,870.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1508,4600000.0,1300.0,3.0,2.0,Individual House,"Omicron 1, Greater Noida"
1509,7000000.0,1731.0,3.0,3.0,Flat,"Omicron 1, Greater Noida"
1510,4200000.0,1040.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1511,5000000.0,1280.0,3.0,2.0,Flat,"Omicron 1, Greater Noida"
1512,5200000.0,1405.0,3.0,2.0,Flat,"Omicron 1, Greater Noida"
1513,4200000.0,1300.0,3.0,2.0,Flat,"Omicron 1, Greater Noida"
1514,5000000.0,1300.0,3.0,3.0,Flat,"Omicron 1, Greater Noida"
1515,3700000.0,1040.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1516,4300000.0,1295.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1517,4800000.0,1300.0,3.0,2.0,Flat,"Omicron 1, Greater Noida"
1518,4000000.0,1040.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1519,3500000.0,955.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1520,4500000.0,1125.0,2.0,2.0,Individual House,"Omicron 1, Greater Noida"
1521,3650000.0,955.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1522,5000000.0,1295.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1523,3200000.0,1000.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1524,6300000.0,1665.0,4.0,3.0,Flat,"Omicron 1, Greater Noida"
1525,3500000.0,1040.0,2.0,2.0,Individual House,"Omicron 1, Greater Noida"
1526,5000000.0,1300.0,3.0,2.0,Flat,"Omicron 1, Greater Noida"
1527,4800000.0,1300.0,3.0,2.0,Individual House,"Omicron 1, Greater Noida"
1528,6200000.0,1665.0,4.0,3.0,Flat,"Omicron 1, Greater Noida"
1529,3800000.0,955.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1530,3800000.0,955.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1531,6800000.0,1990.0,3.0,4.0,Flat,"Omicron 1, Greater Noida"
1532,4500000.0,1145.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1533,4100000.0,1040.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1534,3800000.0,955.0,2.0,2.0,Flat,"Omicron 1, Greater Noida"
1535,5000000.0,1395.0,3.0,2.0,Flat,"Omicron 3, Greater Noida"
1536,3800000.0,1005.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1537,3279999.9999999995,1005.0,2.0,2.0,Individual House,"Omicron 3, Greater Noida"
1538,4400000.0,1164.0,2.0,2.0,Individual House,"Omicron 3, Greater Noida"
1539,4500000.0,1150.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1540,4050000.0,1164.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1541,6600000.0,1737.0,3.0,3.0,Individual House,"Omicron 3, Greater Noida"
1542,4100000.0,1164.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1543,3500000.0,1005.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1544,3650000.0,1005.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1545,4000000.0,1164.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1546,3600000.0,1005.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1547,4200000.0,1110.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1548,3550000.0,1005.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1549,4500000.0,1164.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1550,3500000.0,1005.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1551,3800000.0,1100.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1552,3950000.0,1110.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1553,4000000.0,1060.0,2.0,2.0,Individual House,"Omicron 3, Greater Noida"
1554,4300000.0,1110.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1555,5800000.0,1737.0,3.0,3.0,Individual House,"Omicron 3, Greater Noida"
1556,3800000.0,1005.0,2.0,2.0,Individual House,"Omicron 3, Greater Noida"
1557,4100000.0,1164.0,2.0,2.0,Individual House,"Omicron 3, Greater Noida"
1558,3800000.0,1005.0,2.0,2.0,Individual House,"Omicron 3, Greater Noida"
1559,4060000.0,1110.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1560,4500000.0,1395.0,3.0,2.0,Individual House,"Omicron 3, Greater Noida"
1561,4100000.0,1110.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1562,4200000.0,1164.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1563,5300000.0,1395.0,3.0,3.0,Flat,"Omicron 3, Greater Noida"
1564,3800000.0,1164.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1565,4000000.0,1164.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1566,4900000.0,1150.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1567,5000000.0,1164.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1568,4300000.0,1150.0,2.0,2.0,Flat,"Omicron 3, Greater Noida"
1569,13000000.0,2200.0,4.0,4.0,Flat,"Palam Vihar, Gurgaon"
1570,35000000.0,5199.0,5.0,5.0,Flat,"Palam Vihar, Gurgaon"
1571,9500000.0,1400.0,2.0,2.0,Flat,"Palam Vihar, Gurgaon"
1572,5500000.0,1100.0,4.0,2.0,Individual House,"Palam Vihar, Gurgaon"
1573,8550000.0,1200.0,2.0,2.0,Flat,"Palam Vihar, Gurgaon"
1574,16000000.0,1950.0,4.0,4.0,Individual House,"Palam Vihar, Gurgaon"
1575,7750000.0,1145.0,2.0,2.0,Individual House,"Palam Vihar, Gurgaon"
1576,24000000.0,3700.0,4.0,4.0,Flat,"Palam Vihar, Gurgaon"
1577,17500000.0,2250.0,4.0,5.0,Flat,"Palam Vihar, Gurgaon"
1578,8600000.0,1342.0,3.0,2.0,Individual House,"Palam Vihar, Gurgaon"
1579,31000000.0,3500.0,4.0,4.0,Individual House,"Palam Vihar, Gurgaon"
1580,26000000.0,3000.0,4.0,5.0,Flat,"Palam Vihar, Gurgaon"
1581,9800000.0,1415.0,2.0,2.0,Flat,"Palam Vihar, Gurgaon"
1582,9000000.0,1310.0,4.0,3.0,Flat,"Palam Vihar, Gurgaon"
1583,8500000.0,1370.0,3.0,2.0,Flat,"Palam Vihar, Gurgaon"
1584,8700000.0,1100.0,2.0,2.0,Flat,"Palam Vihar, Gurgaon"
1585,9000000.0,1500.0,3.0,2.0,Flat,"Palam Vihar, Gurgaon"
1586,24000000.0,3000.0,4.0,4.0,Flat,"Palam Vihar, Gurgaon"
1587,14000000.0,2000.0,3.0,3.0,Flat,"Palam Vihar, Gurgaon"
1588,7500000.0,1400.0,3.0,2.0,Flat,"Palam Vihar, Gurgaon"
1589,9000000.0,1300.0,3.0,3.0,Flat,"Palam Vihar, Gurgaon"
1590,11000000.0,1750.0,3.0,3.0,Flat,"Palam Vihar, Gurgaon"
1591,11000000.0,1920.0,3.0,3.0,Flat,"Palam Vihar, Gurgaon"
1592,7700000.0,1125.0,3.0,3.0,Flat,"Palam Vihar, Gurgaon"
1593,16000000.0,2140.0,4.0,4.0,Flat,"Palam Vihar, Gurgaon"
1594,8500000.0,1200.0,3.0,3.0,Flat,"Palam Vihar, Gurgaon"
1595,14000000.0,1980.0,3.0,3.0,Individual House,"Palam Vihar, Gurgaon"
1596,15400000.0,2100.0,3.0,3.0,Flat,"Palam Vihar, Gurgaon"
1597,9500000.0,1830.0,3.0,3.0,Flat,"Palam Vihar, Gurgaon"
1598,10500000.0,1219.0,2.0,3.0,Flat,"Palam Vihar, Gurgaon"
1599,6700000.0,1620.0,3.0,3.0,Flat,"Pari Chowk, Greater Noida"
1600,4160000.0,895.0,2.0,2.0,Flat,"Pari Chowk, Greater Noida"
1601,10000000.0,2438.0,4.0,5.0,Individual House,"Pari Chowk, Greater Noida"
1602,6500000.0,1531.0,3.0,2.0,Flat,"Pari Chowk, Greater Noida"
1603,6000000.0,1659.0,3.0,3.0,Flat,"Pari Chowk, Greater Noida"
1604,7000000.0,1500.0,3.0,2.0,Flat,"Pari Chowk, Greater Noida"
1605,7200000.0,1700.0,3.0,4.0,Flat,"Pari Chowk, Greater Noida"
1606,8000000.0,2300.0,3.0,3.0,Flat,"Pari Chowk, Greater Noida"
1607,8000000.0,1740.0,3.0,3.0,Flat,"Pari Chowk, Greater Noida"
1608,9000000.0,2400.0,3.0,4.0,Flat,"Pari Chowk, Greater Noida"
1609,6870000.0,1450.0,3.0,2.0,Flat,"Pari Chowk, Greater Noida"
1610,3200000.0,865.0,2.0,2.0,Individual House,"Pari Chowk, Greater Noida"
1611,5300000.0,1265.0,3.0,2.0,Flat,"Pari Chowk, Greater Noida"
1612,7900000.0,1690.0,3.0,3.0,Flat,"Pari Chowk, Greater Noida"
1613,6200000.0,1359.0,3.0,2.0,Flat,"Pari Chowk, Greater Noida"
1614,10000000.0,1000.0,2.0,2.0,Individual House,"Paschim Vihar, New Delhi - West"
1615,7500000.0,700.0,2.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1616,10500000.0,1400.0,2.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1617,7500000.0,940.0,2.0,3.0,Flat,"Paschim Vihar, New Delhi - West"
1618,8000000.0,1000.0,2.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1619,9000000.0,1100.0,3.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1620,14500000.0,1300.0,2.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1621,7500000.0,749.0,2.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1622,14000000.0,1600.0,3.0,3.0,Flat,"Paschim Vihar, New Delhi - West"
1623,9900000.0,1290.0,3.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1624,8500000.0,800.0,2.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1625,20000000.0,1800.0,3.0,3.0,Flat,"Paschim Vihar, New Delhi - West"
1626,17500000.0,1700.0,3.0,3.0,Flat,"Paschim Vihar, New Delhi - West"
1627,12500000.0,1200.0,3.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1628,11000000.0,1500.0,3.0,3.0,Flat,"Paschim Vihar, New Delhi - West"
1629,7000000.0,700.0,3.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1630,9000000.0,1100.0,3.0,3.0,Flat,"Paschim Vihar, New Delhi - West"
1631,12000000.0,1200.0,3.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1632,13000000.0,1300.0,4.0,3.0,Flat,"Paschim Vihar, New Delhi - West"
1633,9500000.0,1100.0,2.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1634,27500000.0,2400.0,4.0,4.0,Individual House,"Paschim Vihar, New Delhi - West"
1635,7200000.0,800.0,2.0,2.0,Flat,"Paschim Vihar, New Delhi - West"
1636,13500000.0,1200.0,3.0,3.0,Individual House,"Paschim Vihar, New Delhi - West"
1637,9500000.0,1200.0,2.0,2.0,Flat,"Patel Nagar West, New Delhi - West"
1638,5800000.0,900.0,2.0,2.0,Flat,"Patel Nagar West, New Delhi - West"
1639,9500000.0,1114.0,3.0,2.0,Individual House,"Patel Nagar West, New Delhi - West"
1640,7000000.0,900.0,2.0,2.0,Flat,"Patel Nagar West, New Delhi - West"
1641,10500000.0,1100.0,3.0,2.0,Flat,"Patel Nagar West, New Delhi - West"
1642,10000000.0,1150.0,3.0,2.0,Flat,"Patel Nagar West, New Delhi - West"
1643,17000000.0,2000.0,4.0,3.0,Flat,"Patel Nagar West, New Delhi - West"
1644,6000000.0,1000.0,2.0,2.0,Flat,"Patel Nagar West, New Delhi - West"
1645,14000000.0,2500.0,5.0,3.0,Flat,"Patel Nagar West, New Delhi - West"
1646,4000000.0,850.0,2.0,2.0,Flat,"Phi 2, Greater Noida"
1647,6000000.0,1650.0,3.0,2.0,Flat,"Phi 2, Greater Noida"
1648,3300000.0,913.0,2.0,2.0,Flat,"Phi 2, Greater Noida"
1649,6000000.0,1265.0,3.0,2.0,Flat,"Phi 2, Greater Noida"
1650,6000000.0,1265.0,3.0,2.0,Flat,"Phi 2, Greater Noida"
1651,6000000.0,1265.0,3.0,2.0,Flat,"Phi 2, Greater Noida"
1652,8800000.0,1765.0,3.0,3.0,Flat,"Phi 2, Greater Noida"
1653,5000000.0,1265.0,3.0,2.0,Flat,"Phi 2, Greater Noida"
1654,4750000.0,1010.0,2.0,2.0,Flat,"Phi 2, Greater Noida"
1655,9100000.0,1765.0,3.0,3.0,Individual House,"Phi 2, Greater Noida"
1656,5500000.0,1265.0,3.0,3.0,Flat,"Phi 2, Greater Noida"
1657,14500000.0,1400.0,3.0,2.0,Flat,"Pitampura, New Delhi - West"
1658,10000000.0,1100.0,2.0,2.0,Flat,"Pitampura, New Delhi - West"
1659,11500000.0,900.0,2.0,2.0,Flat,"Pitampura, New Delhi - West"
1660,10000000.0,1000.0,2.0,2.0,Flat,"Pitampura, New Delhi - West"
1661,16500000.0,1440.0,3.0,3.0,Flat,"Pitampura, New Delhi - West"
1662,15000000.0,1250.0,4.0,2.0,Flat,"Pitampura, New Delhi - West"
1663,13000000.0,1300.0,3.0,3.0,Flat,"Pitampura, New Delhi - West"
1664,16000000.0,1600.0,4.0,3.0,Flat,"Pitampura, New Delhi - West"
1665,9000000.0,750.0,2.0,2.0,Flat,"Pitampura, New Delhi - West"
1666,4500000.0,1198.0,3.0,2.0,Flat,"Pratap Vihar, Ghaziabad"
1667,4500000.0,1000.0,3.0,2.0,Individual House,"Pratap Vihar, Ghaziabad"
1668,2500000.0,750.0,2.0,2.0,Flat,"Pratap Vihar, Ghaziabad"
1669,3500000.0,900.0,2.0,2.0,Flat,"Pratap Vihar, Ghaziabad"
1670,5100000.0,1200.0,2.0,2.0,Individual House,"Pratap Vihar, Ghaziabad"
1671,2800000.0,800.0,2.0,2.0,Flat,"Pratap Vihar, Ghaziabad"
1672,9400000.0,2000.0,4.0,3.0,Flat,"Pratap Vihar, Ghaziabad"
1673,2200000.0,600.0,2.0,2.0,Flat,"Pratap Vihar, Ghaziabad"
1674,3000000.0,750.0,2.0,2.0,Flat,"Pratap Vihar, Ghaziabad"
1675,4500000.0,1200.0,3.0,2.0,Flat,"Pratap Vihar, Ghaziabad"
1676,3200000.0,1041.0,2.0,2.0,Flat,"Raj Nagar Extension, Ghaziabad"
1677,3250000.0,1050.0,2.0,2.0,Individual House,"Raj Nagar Extension, Ghaziabad"
1678,5000000.0,1350.0,3.0,2.0,Flat,"Raj Nagar Extension, Ghaziabad"
